codigo_ocorrencia,codigo_ocorrencia2,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,total_recomendacoes,ocorrencia_dia_hora,regiao
46785,46785,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,0,2013-01-05 10:00:00,SUDESTE
46786,46786,INCIDENTE,CAMPINAS,SP,SBKP,0,2013-01-05 01:00:00,SUDESTE
46812,46812,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,0,2013-01-05 16:25:00,SUDESTE
46855,46855,ACIDENTE,LUCAS DO RIO VERDE,MT,NA,1,2013-01-05 14:30:00,CENTRO
46813,46813,INCIDENTE,TERESINA,PI,SBTE,0,2013-01-07 13:36:00,NORTEDESTE
46819,46819,INCIDENTE,BRASÍLIA,DF,SBBR,0,2013-01-07 20:58:00,CENTRO
46821,46821,INCIDENTE,PONTA PORÃ,MS,SBPP,0,2013-01-07 16:33:00,CENTRO
46820,46820,INCIDENTE,MONTES CLAROS,MG,NA,0,2013-01-08 00:50:00,SUDESTE
46876,46876,INCIDENTE,BELO HORIZONTE,MG,SBBH,0,2013-01-08 18:53:00,SUDESTE
46877,46877,INCIDENTE,GUARULHOS,SP,SBGR,0,2013-01-09 19:30:00,SUDESTE
47143,47143,INCIDENTE,CAMPINAS,SP,SDAM,0,2013-01-09 13:00:00,SUDESTE
46860,46860,ACIDENTE,RIO BRANCO,AC,SBRB,0,2013-01-11 16:30:00,NORTE
46863,46863,INCIDENTE GRAVE,BOITUVA,SP,NA,0,2013-01-11 21:50:00,SUDESTE
46896,46896,INCIDENTE,RIO DE JANEIRO,RJ,NA,0,2013-01-11 18:30:00,SUDESTE
46885,46885,INCIDENTE,PRESIDENTE PRUDENTE,SP,SBDN,0,2013-01-12 13:00:00,SUDESTE
46905,46905,INCIDENTE,ARACAJU,SE,NA,0,2013-01-12 20:00:00,NORTEDESTE
46864,46864,INCIDENTE GRAVE,CAMPO FLORIDO,MG,NA,2,2013-01-16 18:29:00,SUDESTE
46884,46884,INCIDENTE,CAMPINAS,SP,SBKP,0,2013-01-16 17:13:00,SUDESTE
46856,46856,ACIDENTE,MARINGÁ,PR,SBMG,1,2013-01-17 12:10:00,SUL
46858,46858,ACIDENTE,PIRACICABA,SP,SDPW,0,2013-01-18 16:45:00,SUDESTE
46881,46881,INCIDENTE,BIRITIBA-MIRIM,SP,SDIH,0,2013-01-18 18:10:00,SUDESTE
46859,46859,ACIDENTE,CORNÉLIO PROCÓPIO,PR,NA,0,2013-01-19 13:30:00,SUL
46866,46866,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,0,2013-01-19 19:00:00,SUDESTE
46878,46878,INCIDENTE,LONDRINA,PR,SBLO,0,2013-01-19 14:31:00,SUL
46879,46879,INCIDENTE,LONDRINA,PR,SBLO,0,2013-01-19 16:45:00,SUL
46883,46883,INCIDENTE,LAGES,SC,SBLJ,0,2013-01-20 23:05:00,SUL
47096,47096,INCIDENTE,CAMPINAS,SP,SBKP,0,2013-01-20 13:50:00,SUDESTE
46854,46854,ACIDENTE,SÃO PAULO,SP,NA,1,2013-01-21 14:48:00,SUDESTE
46850,46850,ACIDENTE,CANARANA,MT,SWEK,0,2013-01-22 15:00:00,CENTRO
46868,46868,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,NA,0,2013-01-22 14:20:00,SUDESTE
46870,46870,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,0,2013-01-22 01:36:00,CENTRO
46871,46871,ACIDENTE,LONDRINA,PR,SBLO,0,2013-01-23 21:08:00,SUL
46872,46872,ACIDENTE,LUÍS EDUARDO MAGALHÃES,BA,SSQZ,0,2013-01-23 13:15:00,NORTEDESTE
46897,46897,INCIDENTE,PORTO ALEGRE,RS,SBPA,0,2013-01-23 17:00:00,SUL
46973,46973,ACIDENTE,PONTES E LACERDA,MT,NA,0,2013-01-23 21:50:00,CENTRO
46852,46852,ACIDENTE,MANAUS,AM,SWFN,0,2013-01-24 20:15:00,NORTE
46869,46869,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,0,2013-01-24 13:35:00,SUL
46853,46853,ACIDENTE,CAMPINA GRANDE,PB,SBJP,5,2013-01-25 14:20:00,NORTEDESTE
46862,46862,ACIDENTE,BOITUVA,SP,NA,0,2013-01-25 17:40:00,SUDESTE
46865,46865,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,1,2013-01-25 13:55:00,CENTRO
46874,46874,INCIDENTE,MARABÁ PAULISTA,SP,SDNE,0,2013-01-25 11:15:00,SUDESTE
46904,46904,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,SBCP,0,2013-01-25 09:20:00,SUDESTE
46921,46921,INCIDENTE,GOIÂNIA,GO,SBGO,0,2013-01-25 13:26:00,CENTRO
46918,46918,INCIDENTE GRAVE,IPIXUNA,AM,NA,1,2013-01-26 15:00:00,NORTE
46873,46873,ACIDENTE,RECIFE,PE,SNEM,1,2013-01-27 11:30:00,NORTEDESTE
46898,46898,INCIDENTE,MANAUS,AM,NA,0,2013-01-27 16:27:00,NORTE
47134,47134,ACIDENTE,SÃO JOSÉ DOS CAMPOS,SP,NA,0,2013-01-28 14:30:00,SUDESTE
46916,46916,ACIDENTE,ALEGRETE,RS,NA,1,2013-01-29 19:20:00,SUL
46919,46919,INCIDENTE GRAVE,RESENDE,RJ,SDRS,0,2013-01-30 14:15:00,SUDESTE
46972,46972,ACIDENTE,PORTO BELO,SC,NA,0,2013-01-31 11:07:00,SUL
47060,47060,INCIDENTE,BRASÍLIA,DF,SBBR,0,2013-01-31 08:35:00,CENTRO
46922,46922,INCIDENTE,MANICORÉ,AM,SBMY,0,2013-02-01 19:15:00,NORTE
46914,46914,ACIDENTE,MANAUS,AM,SWFN,0,2013-02-02 18:30:00,NORTE
46969,46969,ACIDENTE,CÂNDIDO MOTA,SP,NA,2,2013-02-03 23:10:00,SUDESTE
46982,46982,INCIDENTE,BRASÍLIA,DF,SBBR,0,2013-02-04 19:10:00,CENTRO
47013,47013,ACIDENTE,QUERÊNCIA,MT,NA,0,2013-02-04 12:20:00,CENTRO
47042,47042,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,NA,0,2013-02-04 14:15:00,SUDESTE
47111,47111,INCIDENTE,LONDRINA,PR,SBLO,0,2013-02-04 22:29:00,SUL
47200,47200,INCIDENTE,LONDRINA,PR,SBLO,0,2013-02-04 17:14:00,SUL
47014,47014,INCIDENTE GRAVE,SÃO LUÍS,MA,SBSL,0,2013-02-05 02:04:00,NORTEDESTE
46977,46977,ACIDENTE,PORTO FELIZ,SP,NA,0,2013-02-06 22:00:00,SUDESTE
46984,46984,INCIDENTE,BARRETOS,SP,NA,0,2013-02-06 18:45:00,SUDESTE
47063,47063,INCIDENTE,CABO FRIO,RJ,SBCB,0,2013-02-06 17:25:00,SUDESTE
47099,47099,INCIDENTE,CAMPINAS,SP,NA,0,2013-02-06 20:45:00,SUDESTE
46987,46987,INCIDENTE,SÃO PAULO,SP,SBMT,0,2013-02-07 13:15:00,SUDESTE
47012,47012,ACIDENTE,CERES,GO,SWCZ,0,2013-02-08 19:15:00,CENTRO
47049,47049,INCIDENTE,MACAÉ,RJ,NA,0,2013-02-08 18:30:00,SUDESTE
47055,47055,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,0,2013-02-09 14:00:00,SUDESTE
47011,47011,ACIDENTE,CERES,GO,SWCZ,0,2013-02-10 21:00:00,CENTRO
47052,47052,INCIDENTE,MANAUS,AM,NA,0,2013-02-11 12:30:00,NORTE
47064,47064,INCIDENTE,BRASÍLIA,DF,SBBR,0,2013-02-11 12:28:00,CENTRO
47083,47083,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,NA,0,2013-02-11 19:00:00,SUDESTE
47019,47019,ACIDENTE,PASSO FUNDO,RS,SSAQ,0,2013-02-12 22:15:00,SUL
47065,47065,INCIDENTE,ILHÉUS,BA,SBIL,0,2013-02-12 17:36:00,NORTEDESTE
47017,47017,ACIDENTE,ROSÁRIO DO SUL,RS,NA,0,2013-02-13 12:00:00,SUL
47050,47050,INCIDENTE,BRASÍLIA,DF,NA,0,2013-02-13 17:20:00,CENTRO
47056,47056,INCIDENTE,CAÇAPAVA,SP,SDIP,0,2013-02-13 15:30:00,SUDESTE
47062,47062,INCIDENTE,SANTA MARIA,RS,SBSM,0,2013-02-13 15:45:00,SUL
47097,47097,INCIDENTE,CAMPINAS,SP,SBKP,0,2013-02-14 22:00:00,SUDESTE
47015,47015,ACIDENTE,PERDIZES,MG,SIPU,1,2013-02-16 09:20:00,SUDESTE
47016,47016,ACIDENTE,LAGUNA,SC,NA,0,2013-02-16 18:10:00,SUL
47018,47018,ACIDENTE,FORMOSA,GO,NA,0,2013-02-16 20:00:00,CENTRO
47023,47023,INCIDENTE GRAVE,UBATUBA,SP,SDUB,0,2013-02-16 15:00:00,SUDESTE
47100,47100,INCIDENTE,PIRASSUNUNGA,SP,NA,0,2013-02-16 09:20:00,SUDESTE
47647,47647,ACIDENTE,ARAGUARI,MG,SNAG,0,2013-02-16 20:45:00,SUDESTE
47025,47025,ACIDENTE,GUAPIAÇU,SP,NA,1,2013-02-17 11:40:00,SUDESTE
47112,47112,INCIDENTE,DIVINÓPOLIS,MG,SNDV,0,2013-02-17 15:00:00,SUDESTE
47024,47024,ACIDENTE,GUARACI,SP,NA,0,2013-02-18 15:15:00,SUDESTE
47053,47053,INCIDENTE,MACAÉ,RJ,NA,0,2013-02-18 15:35:00,SUDESTE
47061,47061,INCIDENTE,CONFINS,MG,NA,0,2013-02-18 10:30:00,SUDESTE
47054,47054,INCIDENTE,RIO BRANCO,AC,SBRB,0,2013-02-19 14:06:00,NORTE
47057,47057,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,0,2013-02-21 20:21:00,SUDESTE
49115,49115,ACIDENTE,VILA PROPÍCIO,GO,NA,0,2013-02-21 10:30:00,CENTRO
47047,47047,ACIDENTE,CHAPADA,RS,NA,2,2013-02-22 10:30:00,SUL
47059,47059,INCIDENTE,BRASÍLIA,DF,SBBR,0,2013-02-22 14:42:00,CENTRO
47113,47113,INCIDENTE,BELO HORIZONTE,MG,SBPR,0,2013-02-22 16:50:00,SUDESTE
47144,47144,INCIDENTE,BRASÍLIA,DF,SBBR,0,2013-02-22 19:05:00,CENTRO
47048,47048,INCIDENTE GRAVE,ATIBAIA,SP,SDVH,0,2013-02-23 17:00:00,SUDESTE
47080,47080,INCIDENTE GRAVE,BOITUVA,SP,SDOI,0,2013-02-24 14:00:00,SUDESTE
47084,47084,INCIDENTE,BELO HORIZONTE,MG,SBBH,0,2013-02-24 18:45:00,SUDESTE
47074,47074,ACIDENTE,ENGENHEIRO BELTRÃO,PR,NA,2,2013-02-25 14:05:00,SUL
47085,47085,INCIDENTE,SANTARÉM,PA,SNCJ,0,2013-02-25 18:37:00,NORTE
47086,47086,INCIDENTE,MANAUS,AM,SBEG,0,2013-02-25 22:13:00,NORTE
47114,47114,INCIDENTE,LONDRINA,PR,SBLO,0,2013-02-25 12:12:00,SUL
47058,47058,INCIDENTE,MARABÁ,PA,SBMA,0,2013-02-26 11:20:00,NORTE
47098,47098,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,0,2013-02-26 21:20:00,SUDESTE
48691,48691,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,0,2013-02-26 19:40:00,SUDESTE
47087,47087,INCIDENTE,SÃO PAULO,SP,SBMT,0,2013-02-27 21:59:00,SUDESTE
47095,47095,INCIDENTE,CAMPINAS,SP,SBKP,0,2013-02-27 13:50:00,SUDESTE
47108,47108,ACIDENTE,TIROS,MG,NA,0,2013-02-27 18:40:00,SUDESTE
47245,47245,INCIDENTE,AMERICANA,SP,SDAI,0,2013-02-28 17:10:00,SUDESTE
47110,47110,ACIDENTE,VILA BELA DA SANTÍSSIMA TRINDADE,MT,SSDP,3,2013-03-01 21:20:00,CENTRO
47115,47115,INCIDENTE,CURITIBA,PR,SBBI,0,2013-03-01 19:45:00,SUL
47201,47201,INCIDENTE,PORTO ALEGRE,RS,SBPA,0,2013-03-01 22:10:00,SUL
47075,47075,ACIDENTE,TEFÉ,AM,SBTF,0,2013-03-02 12:20:00,NORTE
47081,47081,ACIDENTE,PRADÓPOLIS,SP,NA,0,2013-03-02 13:30:00,SUDESTE
47116,47116,INCIDENTE,LONDRINA,PR,NA,0,2013-03-03 15:32:00,SUL
47109,47109,INCIDENTE GRAVE,SACRAMENTO,MG,NA,0,2013-03-04 21:23:00,SUDESTE
47102,47102,INCIDENTE GRAVE,PORTO VELHO,RO,SBPV,0,2013-03-05 12:00:00,NORTE
47146,47146,INCIDENTE,GUARULHOS,SP,SBGR,0,2013-03-05 23:45:00,SUDESTE
47763,47763,INCIDENTE,CAMPINAS,SP,NA,0,2013-03-05 19:36:00,SUDESTE
47117,47117,INCIDENTE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,0,2013-03-06 12:15:00,SUDESTE
47133,47133,INCIDENTE GRAVE,RIACHÃO DAS NEVES,BA,SDDQ,0,2013-03-06 13:50:00,NORTEDESTE
47145,47145,INCIDENTE,GOIÂNIA,GO,SBGO,0,2013-03-08 14:13:00,CENTRO
47246,47246,INCIDENTE,BRASÍLIA,DF,SBBR,0,2013-03-08 15:02:00,CENTRO
47132,47132,INCIDENTE GRAVE,CARUARU,PE,SNRU,0,2013-03-10 12:30:00,NORTEDESTE
47131,47131,INCIDENTE,CAMPO GRANDE,MS,SBCG,0,2013-03-11 16:49:00,CENTRO
47138,47138,ACIDENTE,MANAUS,AM,NA,0,2013-03-11 23:27:00,NORTE
47154,47154,INCIDENTE GRAVE,PIMENTA BUENO,RO,NA,0,2013-03-11 22:30:00,NORTE
47142,47142,ACIDENTE,ALMEIRIM,PA,SBMD,3,2013-03-12 12:30:00,NORTE
47219,47219,INCIDENTE,MANICORÉ,AM,SBMY,0,2013-03-12 10:16:00,NORTE
47652,47652,ACIDENTE,ALEGRETE,RS,NA,0,2013-03-12 18:40:00,SUL
47435,47435,INCIDENTE,PEDRA PRETA,MT,NA,0,2013-03-13 12:00:00,CENTRO
47207,47207,INCIDENTE,BELO HORIZONTE,MG,SBBH,0,2013-03-15 12:00:00,SUDESTE
47158,47158,ACIDENTE,JOÃO PESSOA,PB,SNJO,0,2013-03-16 19:45:00,NORTEDESTE
47159,47159,INCIDENTE GRAVE,SÃO LUÍS,MA,SBSL,0,2013-03-16 12:15:00,NORTEDESTE
47208,47208,INCIDENTE,MANAUS,AM,SBEG,0,2013-03-16 11:36:00,NORTE
47310,47310,INCIDENTE,CAMPINAS,SP,SBKP,0,2013-03-16 14:25:00,SUDESTE
47156,47156,ACIDENTE,ROSÁRIO DO SUL,RS,SSRZ,0,2013-03-18 12:00:00,SUL
47351,47351,ACIDENTE,VITÓRIA BRASIL,SP,NA,0,2013-03-18 20:00:00,SUDESTE
47436,47436,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,0,2013-03-18 22:28:00,SUDESTE
47155,47155,ACIDENTE,ELDORADO DO SUL,RS,SIXE,0,2013-03-19 15:17:00,SUL
47209,47209,INCIDENTE,CONFINS,MG,SBCF,0,2013-03-19 20:18:00,SUDESTE
47210,47210,INCIDENTE,GUARATINGUETÁ,SP,SBGW,0,2013-03-20 12:40:00,SUDESTE
47211,47211,INCIDENTE,JUNDIAÍ,SP,SBJD,0,2013-03-20 11:10:00,SUDESTE
47213,47213,INCIDENTE,MACAÉ,RJ,NA,0,2013-03-20 19:40:00,SUDESTE
49290,49290,INCIDENTE,MACAÉ,RJ,SBME,0,2013-03-20 14:28:00,SUDESTE
47153,47153,INCIDENTE,CAMPO GRANDE,MS,SBCG,0,2013-03-21 18:38:00,CENTRO
47217,47217,INCIDENTE,CONFINS,MG,SBCF,0,2013-03-21 16:30:00,SUDESTE
47333,47333,INCIDENTE GRAVE,BIRITIBA-MIRIM,SP,SDIH,0,2013-03-22 18:45:00,SUDESTE
47297,47297,ACIDENTE,RIBAS DO RIO PARDO,MS,NA,0,2013-03-23 12:40:00,CENTRO
47334,47334,INCIDENTE GRAVE,FONTE BOA,AM,SWOB,0,2013-03-23 14:45:00,NORTE
47765,47765,INCIDENTE,CASCAVEL,PR,SBCA,0,2013-03-23 17:26:00,SUL
47311,47311,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,0,2013-03-25 20:40:00,SUDESTE
47312,47312,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,0,2013-03-25 18:25:00,SUDESTE
47766,47766,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,SBCP,0,2013-03-25 14:00:00,SUDESTE
47296,47296,ACIDENTE,SORRISO,MT,NA,0,2013-03-26 14:20:00,CENTRO
47305,47305,INCIDENTE,CAMPINAS,SP,SBKP,0,2013-03-26 16:40:00,SUDESTE
47314,47314,INCIDENTE,CONFINS,MG,SBCF,0,2013-03-26 00:30:00,SUDESTE
47432,47432,INCIDENTE,MACAÉ,RJ,SBME,0,2013-03-26 12:55:00,SUDESTE
47304,47304,INCIDENTE,BOTUCATU,SP,SDBK,0,2013-03-27 20:25:00,SUDESTE
47309,47309,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,0,2013-03-27 10:10:00,SUDESTE
47313,47313,INCIDENTE,FORTALEZA,CE,SBFZ,0,2013-03-27 20:40:00,NORTEDESTE
47332,47332,INCIDENTE,BELO HORIZONTE,MG,SBBH,0,2013-03-27 19:56:00,SUDESTE
47339,47339,ACIDENTE,MACAÉ,RJ,NA,2,2013-03-27 13:29:00,SUDESTE
51885,51885,INCIDENTE,VITÓRIA,ES,SBVT,0,2013-03-27 15:33:00,SUDESTE
47300,47300,INCIDENTE,GUARULHOS,SP,SBGR,0,2013-03-28 10:35:00,SUDESTE
47302,47302,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,0,2013-03-28 10:48:00,SUDESTE
47353,47353,INCIDENTE GRAVE,TAUBATÉ,SP,NA,1,2013-03-29 16:00:00,SUDESTE
47767,47767,INCIDENTE,VITÓRIA,ES,SBVT,0,2013-03-29 15:00:00,SUDESTE
48064,48064,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,0,2013-03-29 18:00:00,SUL
47298,47298,ACIDENTE,PEREIRA BARRETO,SP,SNXI,0,2013-03-31 23:43:00,SUDESTE
47299,47299,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,0,2013-03-31 17:37:00,SUDESTE
51886,51886,INCIDENTE,GUARUJÁ,SP,NA,0,2013-03-31 18:40:00,SUDESTE
51887,51887,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,NA,0,2013-03-31 20:35:00,SUDESTE
51888,51888,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,0,2013-04-01 14:15:00,SUDESTE
48219,48219,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,NA,0,2013-04-02 12:50:00,SUDESTE
47354,47354,ACIDENTE,FORMOSA,GO,NA,0,2013-04-03 19:21:00,CENTRO
47704,47704,INCIDENTE,ANÁPOLIS,GO,NA,0,2013-04-04 22:34:00,CENTRO
47759,47759,INCIDENTE,ANÁPOLIS,GO,NA,0,2013-04-04 22:06:00,CENTRO
47650,47650,ACIDENTE,PEROLÂNDIA,GO,NA,0,2013-04-05 11:30:00,CENTRO
47422,47422,ACIDENTE,LUZIÂNIA,GO,SWUZ,0,2013-04-07 16:50:00,CENTRO
47926,47926,ACIDENTE,CAPÃO DA CANOA,RS,SSKK,0,2013-04-07 15:00:00,SUL
47433,47433,INCIDENTE,MACAÉ,RJ,SBME,0,2013-04-08 12:08:00,SUDESTE
47755,47755,INCIDENTE,RIO BRANCO,AC,SBRB,0,2013-04-08 17:10:00,NORTE
47423,47423,INCIDENTE,SÃO PAULO,SP,SBSP,0,2013-04-09 15:45:00,SUDESTE
47437,47437,INCIDENTE,BELÉM,PA,SBBE,0,2013-04-09 22:17:00,NORTE
52967,52967,ACIDENTE,SINOP,MT,SWSI,0,2013-04-09 11:50:00,CENTRO
48113,48113,INCIDENTE,FOZ DO IGUAÇU,PR,NA,0,2013-04-11 13:50:00,SUL
47649,47649,ACIDENTE,CAMPO MOURÃO,PR,SSKM,1,2013-04-12 13:03:00,SUL
47938,47938,INCIDENTE,BRASÍLIA,DF,SBBR,11,2013-04-13 18:00:00,CENTRO
47434,47434,INCIDENTE,PONTA PORÃ,MS,SBPP,0,2013-04-14 14:20:00,CENTRO
48112,48112,INCIDENTE,MACAÉ,RJ,SBME,0,2013-04-14 19:20:00,SUDESTE
47768,47768,INCIDENTE,CONFINS,MG,SBCF,0,2013-04-15 11:41:00,SUDESTE
47769,47769,INCIDENTE,BELO HORIZONTE,MG,SBBH,0,2013-04-15 10:29:00,SUDESTE
48516,48516,INCIDENTE,BOA VISTA,RR,NA,0,2013-04-15 17:55:00,NORTE
49672,49672,INCIDENTE GRAVE,UBERLÂNDIA,MG,SBUL,0,2013-04-15 14:41:00,SUDESTE
47675,47675,ACIDENTE,SANTA CRUZ DAS PALMEIRAS,SP,NA,0,2013-04-16 22:30:00,SUDESTE
47698,47698,INCIDENTE GRAVE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,0,2013-04-16 02:45:00,SUL
48104,48104,INCIDENTE,BELO HORIZONTE,MG,SBBH,0,2013-04-16 19:35:00,SUDESTE
48105,48105,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,0,2013-04-17 12:29:00,SUDESTE
47665,47665,ACIDENTE,BOA ESPERANÇA DO SUL,SP,NA,0,2013-04-18 20:35:00,SUDESTE
47674,47674,ACIDENTE,CHAPADÃO DO SUL,MS,NA,0,2013-04-18 12:20:00,CENTRO
47707,47707,INCIDENTE,BRASÍLIA,DF,SBBR,0,2013-04-18 16:54:00,CENTRO
47762,47762,INCIDENTE,BERTIOGA,SP,NA,0,2013-04-18 14:10:00,SUDESTE
48103,48103,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,0,2013-04-18 17:45:00,SUDESTE
47651,47651,ACIDENTE,COSMÓPOLIS,SP,NA,0,2013-04-19 20:50:00,SUDESTE
47694,47694,ACIDENTE,BARRA DO BUGRES,MT,SWBB,0,2013-04-19 19:30:00,CENTRO
47648,47648,ACIDENTE,JAÍBA,MG,NA,0,2013-04-20 12:00:00,SUDESTE
47761,47761,INCIDENTE,FORTALEZA,CE,SBFZ,0,2013-04-20 21:10:00,NORTEDESTE
48096,48096,INCIDENTE,LONDRINA,PR,SBLO,0,2013-04-20 20:56:00,SUL
47697,47697,INCIDENTE GRAVE,JUNDIAÍ,SP,SBJD,0,2013-04-21 14:55:00,SUDESTE
47876,47876,ACIDENTE,SINOP,MT,SWSI,1,2013-04-21 12:50:00,CENTRO
47659,47659,ACIDENTE,CAJAMAR,SP,NA,0,2013-04-22 14:00:00,SUDESTE
47661,47661,ACIDENTE,ATALAIA DO NORTE,AM,NA,2,2013-04-22 19:00:00,NORTE
47699,47699,INCIDENTE GRAVE,BELÉM,PA,SBBE,2,2013-04-22 11:28:00,NORTE
47979,47979,ACIDENTE,ITAPIRAPUÃ,GO,NA,0,2013-04-22 20:30:00,CENTRO
47709,47709,INCIDENTE,VILHENA,RO,SBVH,0,2013-04-23 12:28:00,NORTE
47888,47888,INCIDENTE GRAVE,MARINGÁ,PR,NA,1,2013-04-23 17:45:00,SUL
48102,48102,INCIDENTE,ORIZONA,GO,NA,0,2013-04-23 11:30:00,CENTRO
47894,47894,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,SBRJ,0,2013-04-24 18:45:00,SUDESTE
47901,47901,INCIDENTE GRAVE,PALMAS,TO,SBPJ,1,2013-04-24 13:52:00,NORTE
47872,47872,ACIDENTE,NOBRES,MT,SWNB,0,2013-04-25 09:30:00,CENTRO
47939,47939,INCIDENTE,PRESIDENTE PRUDENTE,SP,SBDN,0,2013-04-25 20:01:00,SUDESTE
47980,47980,ACIDENTE,FIGUEIRÃO,MS,NA,0,2013-04-25 12:15:00,CENTRO
48107,48107,INCIDENTE,BELO HORIZONTE,MG,SBBH,0,2013-04-25 21:25:00,SUDESTE
47879,47879,ACIDENTE,BELÉM,PA,NA,2,2013-04-26 12:15:00,NORTE
48091,48091,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,0,2013-04-27 12:56:00,SUDESTE
48109,48109,INCIDENTE,PRESIDENTE PRUDENTE,SP,SBDN,0,2013-04-27 13:23:00,SUDESTE
48078,48078,INCIDENTE,VITÓRIA,ES,SBVT,0,2013-04-29 02:15:00,SUDESTE
48110,48110,INCIDENTE,LONDRINA,PR,SBLO,0,2013-04-29 14:45:00,SUL
47936,47936,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SBBP,0,2013-04-30 13:30:00,SUDESTE
47981,47981,ACIDENTE,CAMPO NOVO DO PARECIS,MT,NA,2,2013-04-30 21:32:00,CENTRO
48058,48058,INCIDENTE,BRASÍLIA,DF,SBBR,0,2013-04-30 21:00:00,CENTRO
48083,48083,INCIDENTE,JUIZ DE FORA,MG,SBJF,0,2013-04-30 14:15:00,SUDESTE
48657,48657,ACIDENTE,BRAGANÇA PAULISTA,SP,NA,0,2013-05-01 15:00:00,SUDESTE
47983,47983,ACIDENTE,RIO DE JANEIRO,RJ,NA,5,2013-05-02 19:00:00,SUDESTE
48163,48163,INCIDENTE,MANAUS,AM,SBEG,0,2013-05-02 15:46:00,NORTE
47966,47966,ACIDENTE,JATAÍ,GO,NA,2,2013-05-03 14:37:00,CENTRO
47992,47992,ACIDENTE,ITANHAÉM,SP,SDIM,1,2013-05-03 13:20:00,SUDESTE
48114,48114,INCIDENTE,GOIÂNIA,GO,SBGO,0,2013-05-03 20:08:00,CENTRO
48159,48159,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,0,2013-05-03 19:00:00,SUDESTE
48656,48656,INCIDENTE,RIO VERDE,GO,NA,0,2013-05-03 14:00:00,CENTRO
48871,48871,INCIDENTE,SÃO PAULO,SP,SBSP,0,2013-05-03 14:12:00,SUDESTE
47965,47965,ACIDENTE,ARIQUEMES,RO,SJOG,0,2013-05-05 11:00:00,NORTE
48731,48731,ACIDENTE,PORTO ALEGRE,RS,SSBN,0,2013-05-05 18:45:00,SUL
48162,48162,INCIDENTE,MACAÉ,RJ,SBME,0,2013-05-06 11:36:00,SUDESTE
47998,47998,ACIDENTE,RONDONÓPOLIS,MT,NA,0,2013-05-07 20:30:00,CENTRO
48012,48012,ACIDENTE,RIO DE JANEIRO,RJ,SDHU,0,2013-05-08 15:30:00,SUDESTE
48055,48055,INCIDENTE GRAVE,LONDRINA,PR,SBLO,0,2013-05-08 17:30:00,SUL
48142,48142,INCIDENTE,GUARULHOS,SP,SBGR,0,2013-05-08 17:28:00,SUDESTE
48145,48145,INCIDENTE,GUARULHOS,SP,SBGR,0,2013-05-08 14:20:00,SUDESTE
48578,48578,INCIDENTE,PARAUAPEBAS,PA,SBCJ,0,2013-05-08 17:00:00,NORTE
48804,48804,INCIDENTE GRAVE,CRUZ ALTA,RS,SSAK,0,2013-05-08 15:50:00,SUL
48013,48013,ACIDENTE,GUARULHOS,SP,NA,0,2013-05-09 16:40:00,SUDESTE
48053,48053,ACIDENTE,CAMPO GRANDE,MS,NA,1,2013-05-09 13:43:00,CENTRO
48074,48074,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,0,2013-05-09 20:50:00,SUL
48144,48144,INCIDENTE,FORTALEZA,CE,SBFZ,0,2013-05-09 13:05:00,NORTEDESTE
48446,48446,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,0,2013-05-10 23:20:00,CENTRO
48014,48014,ACIDENTE,CARUARU,PE,SNRU,0,2013-05-11 11:30:00,NORTEDESTE
